mean_intensity,std_intensity,max_intensity,min_intensity,signal_range,concentration,log_concentration,serotype,sensor_model,sensor_unit,test_id,n_peaks,max_peak_height,low_freq_mean,low_freq_std,mid_freq_mean,mid_freq_std,high_freq_mean,high_freq_std
80.53463203463204,179.60387627234203,1341.25,0.0,1341.25,65.0,1.8129133566428555,ST,07-7-12,S12,6,10,1341.25,222.10119047619048,358.89771332447236,74.21527777777777,100.10640437626886,33.59415584415584,44.03960803907606
111.7260606060606,216.7411450231659,1559.12,0.0,1559.12,825.0,2.916453948549925,ST,07-7-12,S12,5,12,1559.12,211.98285714285717,427.62146092011767,124.21499999999999,149.24059105834593,74.01922077922077,96.91548260326616
105.82528138528136,217.69381676524773,1610.12,0.0,1610.12,825.0,2.916453948549925,ST,07-7-12,S12,6,10,1610.12,244.6904761904762,437.95542543871034,110.6372222222222,130.3764991308529,63.206233766233765,74.28421994319339
76.63800865800864,169.62854919145084,1106.62,0.0,1106.62,14.0,1.146128035678238,ST,07-7-12,S12,11,7,1106.62,144.68285714285713,306.48344464172254,127.87638888888887,158.55808442637,18.098961038961036,31.414987389569234
55.14069264069264,149.9745187951338,1139.75,0.0,1139.75,14.0,1.146128035678238,ST,07-7-12,S12,12,12,1139.75,149.4047619047619,316.42774015441347,56.81944444444444,68.9483404418943,21.665584415584416,36.177426465925116
98.30086580086581,180.96902122814288,985.25,0.0,985.25,14.0,1.146128035678238,ST,07-7-12,S12,15,12,985.25,249.22619047619048,309.0068086085481,116.87847222222223,147.8113474412168,37.5,72.44891841305002
124.95454545454545,208.5194967134773,1100.75,0.0,1100.75,14.0,1.146128035678238,ST,07-7-12,S12,16,10,1100.75,321.2202380952381,337.69081555743867,153.34027777777777,178.65075093112864,45.61038961038961,63.42393047573653
58.52173160173161,166.8153013228796,1277.38,0.0,1277.38,111.0,2.0453229787866576,ST,07-7-12,S12,11,8,1277.38,173.4157142857143,350.1441729055731,53.25527777777777,71.96438088797476,21.500259740259747,41.327216213199435
82.30086580086581,182.3092992243291,1233.75,0.0,1233.75,111.0,2.0453229787866576,ST,07-7-12,S12,12,7,1233.75,170.04166666666666,343.6167920110775,122.53125,154.1921653321802,28.178571428571427,42.14721527102402
96.24259740259744,202.12565720086408,1178.88,0.0,1178.88,111.0,2.0453229787866576,ST,07-7-12,S12,15,11,1178.88,256.58952380952377,360.5259871813773,101.6277777777778,166.13893618680706,35.61714285714286,63.031702080472265
137.68761904761908,216.32484349355923,1168.88,0.0,1168.88,111.0,2.0453229787866576,ST,07-7-12,S12,16,11,1168.88,343.37619047619046,351.95425569209027,154.74166666666667,173.4491787159058,66.77194805194806,95.22737946673318
59.30614718614718,179.44883238534374,1362.12,0.0,1362.12,1090.0,3.037426497940624,ST,07-7-12,S12,11,10,1362.12,189.85523809523806,381.0407124307128,35.14944444444445,50.412587049512666,28.531948051948053,54.190487329274994
92.65073593073592,210.06717684327626,1365.12,0.0,1365.12,1090.0,3.037426497940624,ST,07-7-12,S12,12,6,1365.12,193.0695238095238,389.5520500520736,142.2861111111111,183.14807374965721,28.467012987012982,51.623975278404174
152.25506493506495,227.02328714366564,1216.88,0.0,1216.88,1090.0,3.037426497940624,ST,07-7-12,S12,15,10,1216.88,333.13238095238097,353.352980027523,188.00055555555556,193.7393178122552,75.16415584415584,127.01439167204586
131.7922077922078,240.78324597241624,1237.0,0.0,1237.0,1090.0,3.037426497940624,ST,07-7-12,S12,16,9,1237.0,367.2142857142857,371.2832659916713,171.25,217.13997981332994,26.12987012987013,68.05390351111402
133.4738528138528,251.21829280037866,1180.62,0.0,1180.62,1.0,0.0,SE,07-7-12,S12,3,6,1180.62,225.8657142857143,301.1349106704332,248.37055555555546,335.0157905726604,26.895584415584416,29.78124043422832
131.25939393939396,256.79292234042373,1188.88,0.0,1188.88,1.0,0.0,SE,07-7-12,S12,4,4,1188.88,229.46476190476193,315.5633792444576,248.4383333333334,337.92544170686205,24.270129870129878,28.58221345447479
137.03571428571428,283.7663797957959,1323.25,0.0,1323.25,1.0,0.0,SE,07-7-12,S12,7,5,1323.25,273.2559523809524,340.32845430525975,238.94097222222223,384.2916858511677,23.405844155844157,32.09298176911668
123.56385281385282,254.8791953103253,1217.25,0.0,1217.25,1.0,0.0,SE,07-7-12,S12,8,4,1217.25,232.47619047619048,319.8940757050712,210.34722222222223,344.0083588584821,35.98051948051948,36.35353030950235
143.26744588744586,292.7110180536655,1338.62,0.0,1338.62,6.0,0.7781512503836436,SE,07-7-12,S12,3,7,1338.62,257.2080952380952,353.8886978660441,270.7666666666666,391.138662965791,24.0451948051948,36.38357705761633
122.70077922077918,261.8108216543456,1247.62,0.0,1247.62,6.0,0.7781512503836436,SE,07-7-12,S12,4,5,1247.62,204.28285714285715,317.47367439630943,221.08083333333326,362.3503472306801,33.98467532467532,48.6328185804237
179.4260606060606,332.67753511500507,1568.62,0.0,1568.62,6.0,0.7781512503836436,SE,07-7-12,S12,7,6,1568.62,333.62666666666655,396.93845704260633,322.9955555555555,438.8975639817744,32.62285714285714,37.064566859900836
142.4469696969697,307.3402528276003,1407.25,0.0,1407.25,6.0,0.7781512503836436,SE,07-7-12,S12,8,4,1407.25,268.1904761904762,385.94447312776543,249.71527777777777,416.2188891976466,31.43831168831169,36.998709082520435
175.44242424242427,325.6724247248417,1470.38,0.0,1470.38,50.0,1.6989700043360187,SE,07-7-12,S12,3,6,1470.38,323.5071428571429,417.091251060106,300.95027777777784,421.40203259797005,54.24779220779221,61.92367343342359
180.309696969697,343.1121541266529,1586.38,0.0,1586.38,50.0,1.6989700043360187,SE,07-7-12,S12,4,6,1586.38,327.8609523809525,416.98415319786506,338.8741666666667,446.02566937138766,30.51818181818182,45.67568317012731
191.93073593073592,362.8429137395046,1655.5,0.0,1655.5,815.0,2.9111576087399764,SE,07-7-12,S12,3,6,1655.5,340.9166666666667,442.7409878713172,343.2083333333333,483.1337501004366,48.883116883116884,52.06950250947037
185.60744588744586,352.7749964242569,1588.12,0.0,1588.12,815.0,2.9111576087399764,SE,07-7-12,S12,4,5,1588.12,320.4961904761904,429.78248097952536,352.48333333333323,461.16183222378663,36.182857142857145,47.266923028857676
